"RESPNO";"withinwt_ea";"URBRUR";"REGION";"EA_SVC_A";"EA_SVC_B";"EA_FAC_B";"EA_ROAD_C";"THISINT";"ADULT_CT";"CALLS";"Q1";"Q2";"Q46F";"Q46G";"Q46H";"Q46I";"Q57A";"Q57B";"Q58A";"Q58C";"Q90D";"Q90F";"Q90G";"Q91C";"Q92A";"Q94";"LENGTH";"Q101";"Q102";"Q103"
"CDI0518";0.810286143608934;"Rural";"KABADOUGOU";"Oui";"Non";"Oui";"Bonne";"Homme";"1";"1";"64";"Malinké / Dioula";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Très mal";"Non";"Oui";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";99;"Homme";"Noir / Africain";"Français"
"CDI1053";1.03689730828206;"Rural";"MORONOU";"Oui";"Non";"Oui";"Passable";"Femme";"2";"1";"43";"Agny";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire achevé";62;"Femme";"Noir / Africain";"Français"
"CDI0343";0.834647290153479;"Rural";"BAGOUE";"Oui";"Oui";"Non";"Mauvaise";"Homme";"4";"1";"41";"Sénoufo";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire achevé";86;"Homme";"Noir / Africain";"Français"
"CDI0398";0.917205633994955;"Rural";"BOUNKANI";"Oui";"Non";"Oui";"Mauvaise";"Homme";"4";"1";"19";"Autre";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";105;"Homme";"Noir / Africain";"Français"
"CDI0645";0.84652866156996;"Urbain";"GBEKE";"Oui";"Non";"Non";"Mauvaise";"Femme";"1";"1";"23";"Français";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";77;"Femme";"Noir / Africain";"Français"
"CDI0134";1.03714615156326;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"5";"1";"27";"Yacouba";"Très mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";47;"Homme";"Noir / Africain";"Français"
"CDI0926";0.793641105165199;"Urbain";"INDENIE-DJUABLIN";"Oui";"Oui";"Oui";"Bonne";"Homme";"2";"2";"23";"Baoulé";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire inachevé";64;"Homme";"Noir / Africain";"Français"
"CDI0383";0.80804202552496;"Urbain";"TONKPI";"Oui";"Oui";"Oui";"Passable";"Femme";"2";"1";"59";"Yacouba";"Plutôt bien";"Très mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Je ne cours aucun risque ou risque faible de choper la COVID-19/Faible risque de contracter la COVID-19";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Pas d’enseignement formel";104;"Femme";"Noir / Africain";"Français"
"CDI0506";0.810286143608934;"Rural";"KABADOUGOU";"Oui";"Non";"Oui";"Bonne";"Femme";"2";"1";"41";"Malinké / Dioula";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";107;"Femme";"Noir / Africain";"Français"
"CDI0065";0.968062887142528;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Femme";"3";"1";"21";"Malinké / Dioula";"Très mal";"Très mal";"Très mal";"Plutôt mal";"Non";"Non";"Non";"Je prendrai le vaccin plus tard";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";133;"Femme";"Noir / Africain";"Français"
"CDI0076";1.11789282426283;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Femme";"2";"1";"58";"Français";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée achevé";135;"Femme";"Noir / Africain";"Français"
"CDI1074";0.775295969496106;"Rural";"GBEKE";"Oui";"Non";"Oui";"Mauvaise";"Homme";"6";"1";"30";"Baoulé";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";98;"Homme";"Noir / Africain";"Français"
"CDI1095";0.775295969496106;"Rural";"GBEKE";"Oui";"Non";"Oui";"Mauvaise";"Femme";"5";"1";"28";"Baoulé";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Autre raison";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";85;"Femme";"Noir / Africain";"Français"
"CDI0394";0.917205633994955;"Rural";"BOUNKANI";"Oui";"Non";"Oui";"Mauvaise";"Homme";"3";"1";"32";"Autre";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";103;"Homme";"Noir / Africain";"Français"
"CDI1051";1.03689730828206;"Rural";"MORONOU";"Oui";"Non";"Oui";"Passable";"Femme";"2";"1";"35";"Agny";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Je ne cours aucun risque ou risque faible de choper la COVID-19/Faible risque de contracter la COVID-19";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";85;"Femme";"Noir / Africain";"Français"
"CDI0243";0.94971512153113;"Rural";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Femme";"1";"1";"26";"Français";"Très bien";"Très mal";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";101;"Femme";"Noir / Africain";"Français"
"CDI0380";0.80804202552496;"Urbain";"TONKPI";"Oui";"Oui";"Oui";"Passable";"Femme";"1";"1";"31";"Yacouba";"Plutôt mal";"Plutôt mal";"Très mal";"Très mal";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";120;"Femme";"Noir / Africain";"Français"
"CDI0009";1.02189400227557;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Femme";"2";"1";"22";"Autre";"Très mal";"Plutôt mal";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";160;"Femme";"Noir / Africain";"Français"
"CDI0929";0.793641105165199;"Urbain";"INDENIE-DJUABLIN";"Oui";"Oui";"Oui";"Bonne";"Femme";"3";"1";"27";"Agny";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Très bien";"Non";"Non";"Non";"Ne s’inquiète pas de la COVID-19/COVID n'est pas sérieuse/N'est pas mortelle";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";81;"Femme";"Noir / Africain";"Français"
"CDI0464";0.665356962693929;"Rural";"BOUNKANI";"Oui";"Non";"Oui";"Très bonne";"Homme";"4";"1";"40";"Lobi";"Très mal";"Plutôt mal";"Plutôt mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire achevé";87;"Homme";"Noir / Africain";"Français"
"CDI0384";0.935764218062703;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Femme";"1";"1";"30";"Français";"Plutôt bien";"Plutôt bien";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université achevée";72;"Femme";"Noir / Africain";"Français"
"CDI0536";1.44746172951305;"Urbain";"NAWA";"Oui";"Non";"Oui";"Passable";"Homme";"2";"1";"21";"Malinké / Dioula";"Très bien";"Très bien";"Très bien";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";100;"Homme";"Noir / Africain";"Français"
"CDI0527";1.09277163720074;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Femme";"3";"1";"45";"Français";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Non";"Non";"Non";"Le vaccin n’est pas sûr";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";83;"Femme";"Noir / Africain";"Français"
"CDI1173";0.87801484983239;"Urbain";"GBEKE";"Oui";"Oui";"Oui";"Mauvaise";"Homme";"2";"1";"20";"Baoulé";"Très bien";"Très bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";69;"Homme";"Noir / Africain";"Français"
"CDI0621";1.10750096387195;"Urbain";"GÔH";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"7";"1";"20";"Français";"Très mal";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Non";"Le vaccin peut causer d’autres effets secondaires indésirables";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Université inachevée";82;"Femme";"Noir / Africain";"Français"
"CDI0311";0.725822869043842;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"2";"1";"19";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Très bien";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";109;"Homme";"Noir / Africain";"Français"
"CDI0087";0.979726295421353;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Femme";"4";"1";"30";"Français";"Très mal";"Très mal";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";82;"Femme";"Noir / Africain";"Français"
"CDI0504";0.95600197052306;"Urbain";"HAUT-SASSANDRA";"Oui";"Non";"Oui";"Bonne";"Homme";"4";"1";"28";"Gouro";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Oui";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée achevé";79;"Homme";"Noir / Africain";"Français"
"CDI0578";1.50606064171008;"Urbain";"HAUT-SASSANDRA";"Oui";"Oui";"Oui";"Passable";"Homme";"5";"1";"18";"Français";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire achevé";80;"Homme";"Noir / Africain";"Français"
"CDI0242";1.10712660123622;"Urbain";"ABIDJAN";"Non";"Non";"Non";"Impraticable";"Femme";"1";"1";"34";"Français";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Je ne cours aucun risque ou risque faible de choper la COVID-19/Faible risque de contracter la COVID-19";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université achevée";92;"Femme";"Noir / Africain";"Français"
"CDI0067";1.05867859761648;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"4";"1";"36";"Français";"Plutôt bien";"Plutôt bien";"Très mal";"Très mal";"Non";"Oui";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";128;"Homme";"Noir / Africain";"Français"
"CDI1078";0.775295969496106;"Rural";"GBEKE";"Oui";"Non";"Oui";"Mauvaise";"Homme";"1";"1";"37";"Français";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"A refusé";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";86;"Homme";"Noir / Africain";"Français"
"CDI0369";0.8805699266471;"Rural";"HAUT-SASSANDRA";"Non";"Non";"Oui";"Passable";"Homme";"1";"1";"42";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Non, pas disponible";"Non";"Enseignement secondaire / lycée inachevé";72;"Homme";"Noir / Africain";"Français"
"CDI0331";1.01783892592265;"Rural";"MARAHOUE";"Oui";"Oui";"Oui";"Bonne";"Femme";"4";"1";"24";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Pas d’enseignement formel";64;"Femme";"Noir / Africain";"Français"
"CDI0792";0.534244234179645;"Urbain";"WORODOUGOU";"Oui";"Oui";"Oui";"Bonne";"Femme";"3";"1";"19";"Baoulé";"Très mal";"Très mal";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Non";"Dieu me protègera";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";67;"Femme";"Noir / Africain";"Français"
"CDI0044";0.994081259456831;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Femme";"2";"1";"56";"Français";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Oui";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université achevée";92;"Femme";"Noir / Africain";"Français"
"CDI0628";0.938330082726679;"Rural";"HAUT-SASSANDRA";"Oui";"Oui";"Oui";"Bonne";"Femme";"1";"1";"40";"Bété";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Pas d’enseignement formel";89;"Femme";"Noir / Africain";"Français"
"CDI1035";0.931305982528045;"Urbain";"AGNEBY-TIASSA";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"2";"1";"18";"Français";"Très mal";"Très mal";"Plutôt bien";"Très mal";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";56;"Femme";"Noir / Africain";"Français"
"CDI0446";0.513685708134407;"Rural";"SUD-COMOE";"Non";"Non";"Oui";"Très mauvaise";"Homme";"1";"1";"51";"Français";"Très bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Le vaccin peut causer la COVID-19";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Non";"A refusé";77;"Homme";"Noir / Africain";"Français"
"CDI0806";1.0051726932743;"Rural";"GONTOUGO";"Non";"Non";"Oui";"Passable";"Femme";"2";"1";"70";"Français";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire achevé";54;"Femme";"Noir / Africain";"Français"
"CDI1090";0.775295969496106;"Rural";"GBEKE";"Oui";"Non";"Oui";"Mauvaise";"Femme";"2";"1";"31";"Français";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";70;"Femme";"Noir / Africain";"Français"
"CDI0209";1.32127598782671;"Rural";"GUEMON";"Oui";"Non";"Oui";"Mauvaise";"Femme";"4";"1";"18";"Sénoufo";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Le vaccin peut causer l’infertilité";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";96;"Femme";"Noir / Africain";"Français"
